SMILES,atom undefined stereo count,bond defined stereo count,complexity,hydrogen bond donors,hydrogen bond acceptors,rotatable bonds,heavy atom count,heavy atom molecular weight,LogP,monoisotopic weight,molar refractivity,total charge,topological polar surface area,quantitative estimate of drug-likeness,molecular complexity index,number of valence electrons,radical electrons,Acute toxicity,Flammability,Instability,Skin Toxicity,Respiratory Toxicity,Eye Toxicity,Environmental Toxicity,domain_status
CC1(CN=C=O)CC(N=C=O)C(N=C=O)C(C)(C)C1,3,0,480.6070226,0,6,4,19,246.161,1.5573,263.1269914,67.9295,0,88.29,0.569123987,480.6070226,102,0,4,4,2,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1.[N-]=C=O.[N-]=C=O,2,0,494.9358788,0,6,3,22,288.178,2.0262,306.1339022,78.742,-2,137.6,0.581025544,494.9358788,120,0,3,4,2,4,4,4,4,in-domain
CC1(C)CC(C)(CN=C=O)CC(CN=C=O)(N=C=O)C1,2,0,511.75717,0,6,5,20,258.172,1.949,277.1426415,72.5685,0,88.29,0.567953812,511.75717,108,0,4,4,2,4,4,4,4,in-domain
CC1(C)CCCC(C)(C)C1N=C=O,0,0,220.4748339,0,2,1,13,162.127,2.9271,181.1466642,53.3225,0,29.43,0.45149581,220.4748339,74,0,2,4,2,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(C)(C)C1,0,0,220.4748339,0,2,1,13,162.127,2.9271,181.1466642,53.3225,0,29.43,0.45149581,220.4748339,74,0,4,4,2,4,4,4,4,in-domain
CCC1(C)CC(N=C=O)CC(C)(C)C1,2,0,253.047344,0,2,2,14,174.138,3.3172,195.1623143,57.9395,0,29.43,0.490689169,253.047344,80,0,3,4,2,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(N=C=O)C1,2,0,271.2438592,0,4,2,14,180.122,1.6053,194.1055277,51.451,0,58.86,0.494914102,271.2438592,76,0,4,3,0,4,4,4,4,in-domain
CC1(C)CCCC(C)(CN=C=O)C1.[N-]=C=O.[N-]=C=O,1,0,362.5946805,0,4,2,19,246.161,2.7119,265.1437386,71.4495,-2,108.17,0.565119221,362.5946805,106,0,3,4,3,4,4,4,4,in-domain
CC1(C)CC(CN=C=O)CC(C)(CN=C=O)C1,2,0,365.6157521,0,4,4,17,216.155,2.4906,236.1524779,65.206,0,58.86,0.555872922,365.6157521,94,0,4,4,2,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(C)(CN)C1,2,0,256.0131462,1,3,2,14,176.134,1.8659,196.1575633,56.7029,0,55.45,0.541146546,256.0131462,80,0,2,3,2,4,4,4,4,in-domain
CC1(C)C[C@@H](N=C=O)C[C@](C)(CN=C=O)C1,0,0,352.0302612,0,4,3,16,204.144,2.243,222.1368278,60.637,0,58.86,0.542818061,352.0302612,88,0,4,4,2,4,4,4,4,in-domain
[C-]#[N+]CC1(C)CC(N=C=O)CC(C)(C)C1,2,0,323.0040458,0,2,2,15,188.145,2.82649,206.1419132,59.1175,0,33.79,0.388360223,323.0040458,82,0,4,4,2,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(C)(CCCCN=C=O)C1,2,0,392.9497548,0,4,6,19,240.177,3.4133,264.183778,74.488,0,58.86,0.419090688,392.9497548,106,0,4,3,2,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(C)(CCN=C=O)C1,2,0,365.6157521,0,4,4,17,216.155,2.6331,236.1524779,65.254,0,58.86,0.556191092,365.6157521,94,0,4,4,2,4,4,4,3,in-domain
CC1(C)CC(N=C=O)CC(C)(CCCN=C=O)C1,2,0,379.2552302,0,4,5,18,228.166,3.0232,250.1681279,69.871,0,58.86,0.427565405,379.2552302,100,0,4,3,2,4,4,4,4,in-domain
CC1(CN=C=O)CC(C)(CN=C=O)CC(C)(CN=C=O)C1,3,0,442.203732,0,6,6,21,270.183,2.1966,291.1582915,77.1375,0,88.29,0.55476541,442.203732,114,0,4,4,2,4,4,4,4,in-domain
CC1(CN=C=O)CC(CN=C=O)CC(C)(CN=C=O)C1,3,0,453.8925967,0,6,6,20,258.172,1.8065,277.1426415,72.5205,0,88.29,0.547493484,453.8925967,108,0,4,4,2,4,4,4,4,in-domain
CC(C)N=C=O.CC1CC(C)CC(CN=C=O)C1,3,0,305.7556811,0,4,3,18,228.166,3.1251,252.183778,71.915,0,58.86,0.572036673,305.7556811,102,0,2,4,3,4,4,4,3,in-domain
CC1CC(C)(C)CC(CN=C=O)(N=C=O)C1,2,0,352.0302612,0,4,3,16,204.144,2.243,222.1368278,60.637,0,58.86,0.542818061,352.0302612,88,0,4,4,2,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(C)(CN=C=S)C1,2,0,354.0302612,0,4,3,16,220.212,3.01,238.1139842,67.5415,0,41.79,0.430674995,354.0302612,88,0,4,3,2,4,4,4,4,in-domain
CC1(C)CCCC(N=C=O)C1,1,0,180.0017545,0,2,1,11,138.105,2.291,153.1153641,44.1585,0,29.43,0.419530758,180.0017545,62,0,3,0,2,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(C)(C(N=C=O)N=C=O)C1,3,0,465.3619101,0,6,4,19,246.161,1.9049,263.1269914,67.6795,0,88.29,0.572842374,465.3619101,102,0,4,4,2,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(C)(C(I)N=C=O)C1,3,0,383.9668673,0,4,3,17,331.048,3.0041,348.0334758,73.578,0,58.86,0.258833925,383.9668673,94,0,3,4,2,4,4,4,4,in-domain
CCC1(CC)CC(N=C=O)CC(CC)(C(C)N=C=O)C1,3,0,418.1928095,0,4,6,20,252.188,3.8018,278.1994281,79.083,0,58.86,0.547771249,418.1928095,112,0,3,4,2,4,4,4,4,in-domain
CC(N=C=O)C1(C)CC(N=C=O)CC(C)(C)C1,3,0,378.880701,0,4,3,17,216.155,2.6315,236.1524779,65.232,0,58.86,0.558354182,378.880701,94,0,4,4,2,4,4,4,4,in-domain
CC1(C)CCCC(C)(CN=C=O)C1.[N-]=C=O,1,0,300.1406212,0,3,2,16,204.144,2.8203,223.1452014,62.397,-1,68.8,0.533192872,300.1406212,90,0,3,4,2,4,4,4,4,in-domain
CC1(CN=C=O)CCCC(C)(N=C=O)C1,2,0,329.479623,0,4,3,15,192.133,1.997,208.1211778,56.09,0,58.86,0.525750989,329.479623,82,0,2,3,2,4,4,4,4,in-domain
CC1(C)CC(C)(C)CC(N=C=O)(N=C=O)C1,0,0,336.479999,0,4,2,16,204.144,2.5906,222.1368278,60.387,0,58.86,0.532272337,336.479999,88,0,4,4,2,4,4,4,4,in-domain
CCC1(CC)CC(N=C=O)CC(CC)(CN=C=O)C1,2,0,390.9497548,0,4,6,19,240.177,3.4133,264.183778,74.488,0,58.86,0.544927542,390.9497548,106,0,2,4,2,4,4,4,4,in-domain
CC(CN=C=O)C1CC(N=C=O)CC(C)(C)C1,3,0,352.4309632,0,4,4,17,216.155,2.489,236.1524779,65.184,0,58.86,0.555868356,352.4309632,94,0,4,4,2,4,4,4,3,in-domain
CC1CC(C)(C)CC(CCCCC(C)N=C=O)(N=C=O)C1,3,0,434.071062,0,4,7,21,264.199,4.1919,292.2150781,83.7,0,58.86,0.401065786,434.071062,118,0,3,4,2,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1I,3,0,383.9668673,0,4,3,17,331.048,2.6565,348.0334758,73.828,0,58.86,0.34077238,383.9668673,94,0,4,4,2,3,4,3,4,in-domain
CC(N=C=O)C1(C(C)N=C=O)CCCCC1,2,0,295.9104619,0,4,4,16,204.144,2.3855,222.1368278,60.685,0,58.86,0.541320987,295.9104619,88,0,4,2,0,4,4,4,4,in-domain
CC1(C)CCCC(C)(CCCCN=C=O)C1N=C=O,2,0,392.9497548,0,4,6,19,240.177,3.4133,264.183778,74.488,0,58.86,0.419090688,392.9497548,106,0,4,3,2,4,4,4,4,in-domain
CC1(C)CC(C(N=C=O)N=C=O)CC(C)(N=C=O)C1,3,0,465.3619101,0,6,4,19,246.161,1.9049,263.1269914,67.6795,0,88.29,0.572842374,465.3619101,102,0,4,4,2,4,4,4,4,in-domain
CC1(C)CC(CN=C=O)CC(C)(N=C=O)C1,2,0,352.0302612,0,4,3,16,204.144,2.243,222.1368278,60.637,0,58.86,0.542818061,352.0302612,88,0,4,4,2,4,4,4,4,in-domain
CC1(CN=C=O)CCC(C)(C)C(N=C=O)C1,2,0,352.0302612,0,4,3,16,204.144,2.243,222.1368278,60.637,0,58.86,0.542818061,352.0302612,88,0,4,4,2,4,4,4,4,in-domain
CC1CC(C)(CN=C=O)CC(C)(N=C=O)C1,3,0,356.0302612,0,4,3,16,204.144,2.243,222.1368278,60.637,0,58.86,0.542818061,356.0302612,88,0,4,4,2,4,4,4,4,in-domain
CCC1(CN=C=O)CC(N=C=O)CC(C)(C)C1,2,0,365.6157521,0,4,4,17,216.155,2.6331,236.1524779,65.254,0,58.86,0.556191092,365.6157521,94,0,4,4,2,4,4,4,3,in-domain
CC1(C)CC(N=C=O)CC2(CC2N=C=O)C1,3,0,391.822941,0,4,2,16,204.144,1.9954,220.1211778,58.501,0,58.86,0.527529096,391.822941,86,0,4,4,2,4,4,4,4,in-domain
CCCC1(C)CC(N=C=O)CC(C)(C)C1,2,0,265.7095182,0,2,3,15,186.149,3.7073,209.1779644,62.5565,0,29.43,0.514418118,265.7095182,86,0,2,4,1,4,4,4,4,in-domain
[CH2]C1(C)CC(N=C=O)CC(C)(C)C1,0,0,220.4748339,0,2,1,13,162.127,2.74129,180.1388392,53.0055,0,29.43,0.450402381,220.4748339,73,1,3,4,2,4,4,3,4,in-domain
CC1(CN=C=O)CCC(N=C=O)CC1,2,0,280.4971237,0,4,3,14,180.122,1.6069,194.1055277,51.473,0,58.86,0.505840176,280.4971237,76,0,2,3,0,4,4,4,4,in-domain
CC1(CCCN=C=O)CCC(N=C=O)CC1,2,0,301.470675,0,4,5,16,204.144,2.3871,222.1368278,60.707,0,58.86,0.407132072,301.470675,88,0,3,3,2,4,4,4,4,in-domain
C1CCCCC1.CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,2,0,418.858335,0,4,3,22,276.21,4.5836,306.2307282,88.339,0,58.86,0.565582828,418.858335,124,0,3,2,3,4,4,4,3,in-domain
CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1.N=C=O.N=C=O,2,0,494.9358788,2,8,3,22,288.178,2.04494,308.1484551,77.4634,0,140.7,0.607389478,494.9358788,120,0,3,4,2,4,4,4,4,in-domain
CC(CCCN=C=O)CN=C=O.CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,3,0,667.6931714,0,8,9,28,360.244,3.3173,390.2267054,105.012,0,117.72,0.340720985,667.6931714,154,0,4,4,2,4,4,4,4,out-of-domain
CC1(C)CC(N=C=O)CC(C)(C)C1N=C=O,2,0,343.2150501,0,4,2,16,204.144,2.2414,222.1368278,60.615,0,58.86,0.531103868,343.2150501,88,0,4,4,2,4,4,4,4,in-domain
CC1CC(C)(C)C[C@@](CN=C=O)(N=C=O)C1,1,0,352.0302612,0,4,3,16,204.144,2.243,222.1368278,60.637,0,58.86,0.542818061,352.0302612,88,0,4,4,2,4,4,4,4,in-domain
CC1(CN=C=O)CCCC(C)(CN=C=O)C1,2,0,310.9279232,0,4,4,16,204.144,2.2446,222.1368278,60.659,0,58.86,0.540720443,310.9279232,88,0,2,3,0,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1.CCC(C)(C)C,2,0,438.4937341,0,4,3,22,276.21,4.6855,308.2463783,90.383,0,58.86,0.560882371,438.4937341,126,0,3,4,3,4,4,4,3,in-domain
CC1(C)CC(N=C=O)CC(C)(C)C1.N=C=O,0,0,292.98045,1,4,1,16,204.144,2.82807,224.1524779,61.7357,0,70.35,0.549218087,292.98045,90,0,4,3,0,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1.O=C=NCCCCN=C=O,2,0,603.1023511,0,8,8,26,336.222,2.6812,362.1954053,95.848,0,117.72,0.37450071,603.1023511,142,0,3,4,2,4,4,4,4,in-domain
CC1(C)CCCC(C)(C(N=C=O)N=C=O)C1,2,0,334.0302612,0,4,3,16,204.144,2.5906,222.1368278,60.387,0,58.86,0.544004423,334.0302612,88,0,2,4,2,4,4,4,4,in-domain
CC1(C)CCCC(C)(CCN=C=O)C1N=C=O,2,0,365.6157521,0,4,4,17,216.155,2.6331,236.1524779,65.254,0,58.86,0.556191092,365.6157521,94,0,4,4,4,4,4,4,4,in-domain
CC1CC(CN=C=O)CC(C)(C)C1N=C=O,3,0,338.9279232,0,4,3,16,204.144,2.0989,222.1368278,60.567,0,58.86,0.542017444,338.9279232,88,0,4,4,2,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(C)(C#CN=C=O)C1,2,0,445.7752584,0,4,1,17,216.155,2.2039,232.1211778,63.546,0,58.86,0.395098256,445.7752584,90,0,4,4,3,4,4,4,4,in-domain
CCC1(CC)CC(CN=C=O)CC(CC)(N=C=O)C1,2,0,390.9497548,0,4,6,19,240.177,3.4133,264.183778,74.488,0,58.86,0.544927542,390.9497548,106,0,2,4,2,4,4,4,4,in-domain
CC1(C)CC(CN=C=O)C[C@](C)(N=C=O)C1,1,0,352.0302612,0,4,3,16,204.144,2.243,222.1368278,60.637,0,58.86,0.542818061,352.0302612,88,0,4,4,2,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1.N=C=O,2,0,428.4143958,1,6,3,19,246.161,2.14397,265.1426415,69.0502,0,99.78,0.624510466,428.4143958,104,0,3,4,3,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1.N,2,0,354.762242,1,5,3,17,218.151,2.405,239.1633769,65.6591,0,93.86,0.604828407,354.762242,96,0,3,4,3,4,4,4,3,in-domain
CCC1(CC)CC(N=C=O)CC(CC)(CCN=C=O)C1,2,0,404.699935,0,4,7,20,252.188,3.8034,278.1994281,79.105,0,58.86,0.525009189,404.699935,112,0,2,3,2,4,4,4,4,in-domain
CC1(C)CC(C)(CN=C=O)CC(I)(N=C=O)C1,2,0,397.3098093,0,4,3,17,331.048,3.0057,348.0334758,73.6,0,58.86,0.258832518,397.3098093,94,0,3,4,2,4,4,4,4,in-domain
CC(N=C=O)C1CC(C)(C)CC(C)(N=C=O)C1,3,0,378.880701,0,4,3,17,216.155,2.6315,236.1524779,65.232,0,58.86,0.558354182,378.880701,94,0,4,4,2,4,4,4,4,in-domain
CC1(C)C[C@H](N=C=O)CC(C)(CN=C=O)C1,1,0,352.0302612,0,4,3,16,204.144,2.243,222.1368278,60.637,0,58.86,0.542818061,352.0302612,88,0,4,4,2,4,4,4,4,in-domain
CC1CC(CN=C=O)CC(N=C=O)C1,3,0,277.8465857,0,4,3,14,180.122,1.4628,194.1055277,51.403,0,58.86,0.504145951,277.8465857,76,0,2,3,2,4,4,4,4,in-domain
CCC1(C)CCCC(N=C=O)C1,2,0,196.0152603,0,2,2,12,150.116,2.6811,167.1310142,48.7755,0,29.43,0.458982689,196.0152603,68,0,2,4,2,4,4,4,4,in-domain
CC1CC(N=C=O)CC(C)(C)C1.CN=C=O,2,0,300.1406212,0,4,1,16,204.144,2.489,224.1524779,62.751,0,58.86,0.507205038,300.1406212,90,0,4,4,0,4,4,4,4,in-domain
CC1(C)CC(CCN=C=O)CC(C)(N=C=O)C1,2,0,365.6157521,0,4,4,17,216.155,2.6331,236.1524779,65.254,0,58.86,0.556191092,365.6157521,94,0,4,4,2,4,4,4,3,in-domain
CC1CC(N=C=O)CC(C)(CN=C=O)C1,3,0,316.5496111,0,4,3,15,192.133,1.8529,208.1211778,56.02,0,58.86,0.524640119,316.5496111,82,0,2,3,2,4,4,4,4,in-domain
CC1(CN=C=O)CCC(N=C=O)C(C)(C)C1,2,0,349.2753737,0,4,3,16,204.144,2.243,222.1368278,60.637,0,58.86,0.542818061,349.2753737,88,0,4,4,2,4,4,4,4,in-domain
CC1(C)CC(N=C=O)C[C@](C)(CN=C=O)C1,1,0,352.0302612,0,4,3,16,204.144,2.243,222.1368278,60.637,0,58.86,0.542818061,352.0302612,88,0,4,4,2,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1.CCCCN=C=O,2,0,499.2129816,0,6,6,23,294.205,3.3653,321.2052417,88.5335,0,88.29,0.4266231,499.2129816,128,0,2,4,2,4,4,3,4,in-domain
CC1(C)CC(C)(CN=C=O)CC(C)(N=C=O)C1,2,0,392.223643,0,4,3,17,216.155,2.6331,236.1524779,65.254,0,58.86,0.558356789,392.223643,94,0,4,4,2,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1.CO,2,0,355.2478574,1,5,3,18,232.154,1.8515,254.1630426,68.7798,0,79.09,0.616284163,355.2478574,102,0,4,4,3,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(I)(CN=C=O)C1,2,0,356.9960634,0,4,3,16,319.037,2.4105,334.0178257,69.281,0,58.86,0.344417315,356.9960634,88,0,4,3,2,4,4,4,4,in-domain
CC1(C)CCCC(C)(CCCN=C=O)C1N=C=O,2,0,379.2552302,0,4,5,18,228.166,3.0232,250.1681279,69.871,0,58.86,0.427565405,379.2552302,100,0,4,3,2,4,4,4,4,in-domain
CC1(C)CC(N=C=O)C[C@@](C)(CN)C1,1,0,256.0131462,1,3,2,14,176.134,1.8659,196.1575633,56.7029,0,55.45,0.541146546,256.0131462,80,0,2,3,2,4,4,4,4,in-domain
C[C@@H]1CC(N=C=O)CC(C)(C)C1,1,0,203.884119,0,2,1,12,150.116,2.537,167.1310142,48.7055,0,29.43,0.435633788,203.884119,68,0,4,4,2,4,4,4,4,in-domain
C.CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,2,0,352.4309632,0,4,3,17,216.155,2.8791,238.1681279,67.368,0,58.86,0.560394915,352.4309632,96,0,3,4,2,4,4,4,3,in-domain
CC(C)C1(CN=C=O)CC(N=C=O)CC(C(C)C)(C(C)C)C1,2,0,463.478828,0,4,6,22,276.21,4.1513,306.2307282,88.129,0,58.86,0.546438398,463.478828,124,0,2,4,2,4,4,4,3,in-domain
CCC1(N=C=O)CC(C)(C)CC(C)(CN=C=O)C1,2,0,406.0170542,0,4,4,18,228.166,3.0232,250.1681279,69.871,0,58.86,0.568495191,406.0170542,100,0,3,4,2,4,4,4,3,in-domain
CC1(C)CC(N=C=O)(N=C=O)CC(C)(C(N=C=O)N=C=O)C1,3,0,597.228278,0,8,5,22,288.178,1.5684,304.117155,74.744,0,117.72,0.565359631,597.228278,116,0,4,4,2,4,4,4,4,in-domain
[CH2+]C1(C)CC(N=C=O)CC(C)(CN=C=O)C1,3,0,352.0302612,0,4,3,16,204.144,2.05719,221.1284542,60.32,1,58.86,0.415815921,352.0302612,86,0,4,4,2,4,4,4,4,in-domain
CC1(C)CC(N=C=O)C(C)(C)CC1N=C=O,2,0,325.2150501,0,4,2,16,204.144,2.2414,222.1368278,60.615,0,58.86,0.531103868,325.2150501,88,0,4,4,2,4,4,4,4,in-domain
CCC1CC(N=C=O)CC(CC)(CC)C1N=C=O,3,0,363.9902812,0,4,5,18,228.166,3.0216,250.1681279,69.849,0,58.86,0.555950211,363.9902812,100,0,2,4,2,4,4,4,4,in-domain
CCC(N=C=O)C1(C)CCC(N=C=O)CC1,3,0,319.9104619,0,4,4,16,204.144,2.3855,222.1368278,60.685,0,58.86,0.541320987,319.9104619,88,0,3,4,2,4,4,4,4,in-domain
CC.CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,2,0,352.8054923,0,4,3,18,228.166,3.2692,252.183778,71.985,0,58.86,0.571427628,352.8054923,102,0,3,4,3,4,4,4,3,in-domain
CC1(C)C[C@@H](N=C=O)CC(C)(CN=C=O)C1,1,0,352.0302612,0,4,3,16,204.144,2.243,222.1368278,60.637,0,58.86,0.542818061,352.0302612,88,0,4,4,2,4,4,4,4,in-domain
CC1CC(N=C=O)CC(C)(CC(N=C=O)N=C=O)C1,4,0,441.7539003,0,6,5,19,246.161,1.9049,263.1269914,67.6795,0,88.29,0.560198119,441.7539003,102,0,4,4,2,4,4,4,4,in-domain
CC1CC(N=C=O)CC(C)(CCN=C=O)C1,3,0,329.9104619,0,4,4,16,204.144,2.243,222.1368278,60.637,0,58.86,0.540712635,329.9104619,88,0,2,3,2,4,4,4,4,in-domain
CC1(C)CC(CCN=C=O)CC(N=C=O)C1,2,0,325.9104619,0,4,4,16,204.144,2.243,222.1368278,60.637,0,58.86,0.540712635,325.9104619,88,0,3,3,2,4,4,4,4,in-domain
CC1(CN=C=O)CC(N=C=O)CC(C)(CI=N)C1,3,0,415.5455856,1,5,5,18,345.055,2.95617,363.0443748,76.5697,0,82.71,0.352608988,415.5455856,100,0,2,4,2,3,4,3,4,in-domain
CCC(N=C=O)C1(CN=C=O)CCCCC1,1,0,308.98045,0,4,5,16,204.144,2.3871,222.1368278,60.707,0,58.86,0.529378212,308.98045,88,0,3,4,2,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(C)(C=[N+]=C=O)C1,2,0,397.2418231,0,3,2,16,204.144,1.381,221.1284542,61.54,1,60.6,0.401567602,397.2418231,86,0,4,4,2,4,4,4,4,in-domain
CCC1CC(N=C=O)CC(CC)(CC)C1,2,0,238.9205079,0,2,4,15,186.149,3.7073,209.1779644,62.5565,0,29.43,0.512422846,238.9205079,86,0,3,2,2,4,4,4,4,in-domain
CCC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,3,0,369.6157521,0,4,4,17,216.155,2.6331,236.1524779,65.254,0,58.86,0.556191092,369.6157521,94,0,4,4,2,4,4,4,4,in-domain
CCC(N=C=O)C1(C(CC)N=C=O)CCCCC1,2,0,320.8054923,0,4,6,18,228.166,3.1657,250.1681279,69.919,0,58.86,0.536715926,320.8054923,100,0,3,4,2,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1.O,2,0,354.762242,0,4,3,17,220.143,1.4183,240.1473925,64.2508,0,90.36,0.551018094,354.762242,96,0,4,4,2,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1.[O-]O,2,0,357.0889112,1,6,3,18,236.142,1.0627,255.1350307,63.2658,-1,102.15,0.352293534,357.0889112,102,0,4,3,1,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1.[N-]=C=O,2,0,428.4143958,0,5,3,19,246.161,2.1346,264.135365,69.6895,-1,98.23,0.5762823,428.4143958,104,0,4,4,2,4,4,4,3,in-domain
CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1.O=C=NCCN=C=O,2,0,575.1986682,0,8,6,24,312.2,1.901,334.1641052,86.614,0,117.72,0.418491804,575.1986682,130,0,4,4,2,4,4,4,4,in-domain
CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1.CCCCCC,2,0,403.3102187,0,4,6,22,276.21,4.8296,308.2463783,90.453,0,58.86,0.400665837,403.3102187,126,0,4,4,3,3,4,3,4,in-domain
CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1.O=C=NCN=C=O,2,0,562.2842967,0,8,5,23,300.189,1.8585,320.1484551,81.747,0,117.72,0.567043721,562.2842967,124,0,4,3,0,4,4,4,4,in-domain
