SMILES,atom undefined stereo count,bond defined stereo count,complexity,hydrogen bond donors,hydrogen bond acceptors,rotatable bonds,heavy atom count,heavy atom molecular weight,LogP,monoisotopic weight,molar refractivity,total charge,topological polar surface area,quantitative estimate of drug-likeness,molecular complexity index,number of valence electrons,radical electrons,Acute toxicity,Flammability,Instability,Skin Toxicity,Respiratory Toxicity,Eye Toxicity,Environmental Toxicity,domain_status
N[C@H]1CCCC[C@@H]1F,0,0,64.92878689,1,1,0,8,105.071,1.2258,117.0953776,31.3394,0,26.02,0.507003193,64.92878689,48,0,3,4,4,4,4,4,3,in-domain
NC1CCCC(F)C1,2,0,66.92878689,1,1,0,8,105.071,1.2258,117.0953776,31.3394,0,26.02,0.507003193,66.92878689,48,0,3,2,2,4,4,4,4,in-domain
[F-].[NH3+]C1CCCCC1,0,0,50.490225,1,0,0,8,105.071,-2.435,119.1110277,29.7611,0,27.64,0.366958867,50.490225,50,0,2,3,0,4,4,4,4,in-domain
NC1CCCC[C@H]1F,1,0,64.92878689,1,1,0,8,105.071,1.2258,117.0953776,31.3394,0,26.02,0.507003193,64.92878689,48,0,3,4,4,4,4,4,3,in-domain
NC1CCCCC1.[H+],0,0,50.490225,1,1,0,7,86.073,1.3903,100.1120759,32.1724,1,26.02,0.488815093,50.490225,42,0,3,4,4,4,4,4,4,in-domain
[NH-]C1CCCCC1.[NH2-].[Pt+2],0,0,53.01955001,0,0,0,9,295.158,3.0859,309.0804895,36.4791,0,57.3,0.660151438,53.01955001,58,0,3,4,4,4,4,3,3,in-domain
[Cs+].[NH-]C1CCCCC1,0,0,50.490225,0,0,0,8,218.978,-0.6247,231.0024263,31.1947,0,23.8,0.530064544,50.490225,42,0,3,4,4,4,4,3,4,in-domain
[C-]#N.[NH3+]C1CCCCC1,0,0,72.23044867,1,1,0,9,112.091,0.65737,126.1156984,34.7291,0,51.43,0.476087107,72.23044867,52,0,3,1,2,4,4,4,4,in-domain
[2H]C1([2H])C([2H])([2H])C([2H])([2H])C([2H])(N)C([2H])([2H])C1([2H])[2H],0,0,252.6710773,1,1,0,7,86.073,1.2778,110.1738436,31.0604,0,26.02,0.499193202,252.6710773,42,0,3,4,3,4,4,4,4,in-domain
[2H]N([2H])C1CCCCC1,0,0,79.12704562,1,1,1,7,86.073,1.2778,101.1173529,31.0604,0,26.02,0.528683434,79.12704562,42,0,3,4,4,4,4,4,3,in-domain
N[C@H]1CCC[C@@H](F)C1,0,0,66.92878689,1,1,0,8,105.071,1.2258,117.0953776,31.3394,0,26.02,0.507003193,66.92878689,48,0,3,2,2,4,4,4,4,in-domain
N[C@@H]1CCC[C@@H](F)C1,0,0,66.92878689,1,1,0,8,105.071,1.2258,117.0953776,31.3394,0,26.02,0.507003193,66.92878689,48,0,3,2,2,4,4,4,4,in-domain
N[C@H]1CCC[C@H](F)C1,0,0,66.92878689,1,1,0,8,105.071,1.2258,117.0953776,31.3394,0,26.02,0.507003193,66.92878689,48,0,3,2,2,4,4,4,4,in-domain
N[C@@H]1CCC[C@H](F)C1,0,0,66.92878689,1,1,0,8,105.071,1.2258,117.0953776,31.3394,0,26.02,0.507003193,66.92878689,48,0,3,2,2,4,4,4,4,in-domain
N[C@H]1CCCCC1F,1,0,64.92878689,1,1,0,8,105.071,1.2258,117.0953776,31.3394,0,26.02,0.507003193,64.92878689,48,0,3,4,4,4,4,4,3,in-domain
[NH]C1CCCCC1,0,0,46.14170945,0,0,0,7,86.073,1.602,98.09697438,29.9697,0,23.8,0.439217203,46.14170945,41,1,3,4,4,4,4,4,4,in-domain
[2H]C1([2H])CCCC([2H])([2H])C1N,0,0,140.6612729,1,1,0,7,86.073,1.2778,103.1299064,31.0604,0,26.02,0.49074965,140.6612729,42,0,3,4,4,4,4,4,4,in-domain
[Br-].[Mg+2].[NH-]C1CCCCC1,0,0,55.01955001,0,0,0,9,190.282,-1.0055,201.0003532,36.9487,0,23.8,0.449864116,55.01955001,50,0,3,4,4,4,4,3,4,in-domain
N.NC1CCCCC1,0,0,48.490225,2,2,0,8,100.08,1.4398,116.1313485,36.0825,0,61.02,0.502742163,48.490225,50,0,3,4,4,4,4,4,3,in-domain
NC1CCCCC1.[Pt+2],0,0,50.490225,1,1,0,8,281.151,1.2753,294.0684934,31.0604,2,26.02,0.71536734,50.490225,50,0,3,4,4,4,4,3,3,in-domain
SNC1CCCCC1,0,0,59.54887502,2,2,1,8,118.14,1.7535,131.0768704,38.9947,0,12.03,0.516623803,59.54887502,48,0,3,3,0,4,4,3,4,in-domain
NC1CCCCC1.[Ni+2],0,0,50.490225,1,1,0,8,144.766,1.2753,157.0390452,31.0604,2,26.02,0.527386027,50.490225,50,0,3,4,4,4,4,3,4,in-domain
NC1CCCCC1.[Cl-].[Cu+],0,0,55.01955001,1,1,0,9,185.072,-1.7207,197.0032496,31.0604,0,26.02,0.46030499,55.01955001,60,0,3,4,4,4,4,3,4,in-domain
NC1CCCCC1.[B],0,0,50.490225,1,1,0,8,96.885,0.897,110.1141048,36.8144,0,26.02,0.460273239,50.490225,45,3,3,4,4,4,4,4,4,in-domain
[Si]NC1CCCCC1,0,0,59.54887502,1,1,1,8,114.159,0.9922,126.0739009,35.7627,0,12.03,0.516669366,59.54887502,45,3,3,4,4,4,4,4,4,in-domain
[NH3+]C1CCCCC1.[OH-],0,0,50.490225,1,1,0,8,102.072,0.3842,117.1153641,31.6969,0,57.64,0.489756859,50.490225,50,0,3,4,0,4,4,4,4,in-domain
NC1CCCCC1.[Br-],0,0,50.490225,1,1,0,8,165.977,-1.7182,178.0236851,31.0604,-1,26.02,0.470100558,50.490225,50,0,3,4,4,4,4,3,4,in-domain
NC1CCCCC1.[Pt+4],0,0,50.490225,1,1,0,8,281.151,1.2753,294.0673962,31.0604,4,26.02,0.71536734,50.490225,48,0,3,4,4,4,4,3,3,in-domain
[K+].[NH-]C1CCCCC1,0,0,50.490225,0,0,0,8,125.171,-0.6247,137.0606811,31.1947,0,23.8,0.397237468,50.490225,42,0,3,4,4,4,4,3,4,in-domain
[NH-]C1CCCCC1.[Na+],0,0,50.490225,0,0,0,8,109.063,-0.6247,121.0867437,31.1947,0,23.8,0.381204853,50.490225,42,0,3,4,4,4,4,3,4,in-domain
[NH-]C1CCCCC1.[NH2-].[Pt+2],0,0,53.01955001,0,0,0,9,295.158,3.0859,309.0804895,36.4791,0,57.3,0.660151438,53.01955001,58,0,3,4,4,4,4,3,3,in-domain
[B]NC1CCCCC1,0,0,59.54887502,1,1,1,8,96.885,0.9922,109.1062798,35.7627,0,12.03,0.494837629,59.54887502,44,2,3,4,4,4,4,4,3,in-domain
NC1[CH-]CCCC1.[Y],1,0,50.490225,1,1,0,8,174.979,1.08949,187.0033713,30.7434,-1,26.02,0.564135408,50.490225,45,1,3,4,4,4,4,3,4,in-domain
NC1[CH+]CCCC1,1,0,46.14170945,1,1,0,7,86.073,1.09199,98.0964258,30.7434,1,26.02,0.450853604,46.14170945,40,0,3,3,2,4,4,4,4,in-domain
NC1C[CH-]CCC1.[Y],1,0,50.490225,1,1,0,8,174.979,1.08949,187.0033713,30.7434,-1,26.02,0.564135408,50.490225,45,1,3,4,4,4,4,3,4,in-domain
[2H]C1([2H])CCC(N)CC1,0,0,93.23098268,1,1,0,7,86.073,1.2778,101.1173529,31.0604,0,26.02,0.488402205,93.23098268,42,0,3,4,4,4,4,4,4,in-domain
[2H]C1([2H])CC(N)CC([2H])([2H])C1([2H])[2H],0,0,193.1700163,1,1,0,7,86.073,1.2778,105.1424599,31.0604,0,26.02,0.493126363,193.1700163,42,0,2,3,3,4,4,4,4,in-domain
C.NC1CCCCC1,0,0,46.34851555,1,1,0,8,98.084,1.9139,115.1360995,37.7914,0,26.02,0.51249933,46.34851555,50,0,3,4,4,4,4,4,4,in-domain
N[13CH]1[13CH2][13CH2][13CH2][13CH2][13CH2]1,0,0,46.14170945,1,1,0,7,92.02712904,1.2778,105.1249285,31.0604,0,26.02,0.461208497,46.14170945,42,0,3,4,4,4,4,4,4,in-domain
NC1CCCCC1.[Na],0,0,50.490225,1,1,0,8,109.063,0.897,122.0945687,36.8144,0,26.02,0.474448808,50.490225,43,1,3,4,4,4,4,4,3,in-domain
Cl.Cl.NC1CCCCC1,0,0,53.01955001,1,1,0,9,156.979,2.1214,171.0581548,45.5564,0,26.02,0.594569694,53.01955001,58,0,3,4,4,4,4,4,4,in-domain
NC1CCCCC1.[Zn],0,0,50.490225,1,1,0,8,151.463,1.2753,163.0339416,31.0604,0,26.02,0.536552009,50.490225,44,0,3,4,4,4,4,3,4,in-domain
[NH-]C1CCCCC1.[Zn],0,0,50.490225,0,0,0,8,151.463,2.3688,162.0266652,31.1947,-1,23.8,0.489903657,50.490225,44,0,3,4,4,4,4,3,4,in-domain
NC1CCCCC1.O,0,0,50.490225,1,1,0,8,102.072,0.4531,117.1153641,34.6742,0,57.52,0.491826123,50.490225,50,0,3,4,4,4,4,4,4,in-domain
NC1CCCCC1.[Ni],0,0,50.490225,1,1,0,8,144.766,1.2753,157.0401423,31.0604,0,26.02,0.527386027,50.490225,52,0,3,4,4,4,4,3,4,in-domain
NC1CC[CH+]CC1,0,0,46.14170945,1,1,0,7,86.073,1.09199,98.0964258,30.7434,1,26.02,0.450853604,46.14170945,40,0,3,3,2,4,4,4,4,in-domain
Cl.[2H]N([2H])C1([2H])CC([2H])([2H])C([2H])([2H])C([2H])([2H])C1([2H])[2H],1,0,339.4430887,1,1,1,8,121.526,1.6996,146.1505213,38.3084,0,26.02,0.599092996,339.4430887,50,0,3,2,3,4,4,4,4,in-domain
[2H]N([2H])C1([2H])CC([2H])([2H])C([2H])([2H])C([2H])([2H])C1([2H])[2H],1,0,333.791116,1,1,1,7,86.073,1.2778,110.1738436,31.0604,0,26.02,0.540364424,333.791116,42,0,2,0,3,4,4,4,2,in-domain
INC1CCCCC1,0,0,59.54887502,1,1,1,8,212.977,2.2587,225.0014474,44.0287,0,12.03,0.53272087,59.54887502,48,0,3,4,4,4,4,3,4,in-domain
NC1CCCCC1.[Pt],0,0,50.490225,1,1,0,8,281.151,1.2753,294.0695905,31.0604,0,26.02,0.71536734,50.490225,52,0,3,4,4,4,4,3,3,in-domain
[NH-]C1CCCCC1.[Pt],0,0,50.490225,0,0,0,8,281.151,2.3688,293.0623141,31.1947,-1,23.8,0.654649876,50.490225,52,0,3,4,4,4,4,3,3,in-domain
[I-].[NH3+]C1CCCCC1,0,0,50.490225,1,0,0,8,212.977,-2.435,227.0170974,29.7611,0,27.64,0.445443543,50.490225,50,0,2,1,0,4,4,4,3,in-domain
Cl.[2H]NC1CCCCC1,0,0,64.07820003,1,1,1,8,121.526,1.6996,136.0877539,38.3084,0,26.02,0.583683096,64.07820003,50,0,3,4,4,4,4,4,4,in-domain
[2H]NC1CCCCC1,0,0,59.54887502,1,1,1,7,86.073,1.2778,100.1110762,31.0604,0,26.02,0.527424936,59.54887502,42,0,3,4,4,4,4,4,3,in-domain
[NH-]C1CCC(N)CC1,2,0,54.92878689,1,1,0,8,100.08,1.3085,113.108422,34.5531,-1,49.82,0.505539107,54.92878689,48,0,3,4,3,4,4,4,3,in-domain
NC1CCC([NH3+])CC1,2,0,54.92878689,2,1,0,8,100.08,-0.5018,115.1229749,33.1195,1,53.66,0.43906167,54.92878689,48,0,3,3,2,4,4,4,4,in-domain
[NH3+]C1CC[CH]CC1,0,0,46.14170945,1,0,0,7,86.073,0.37519,99.10425084,29.4441,1,27.64,0.454347251,46.14170945,41,1,2,3,0,4,4,4,4,in-domain
[2H]C1([2H])CCCC([2H])(N)C1([2H])[2H],1,0,170.3774663,1,1,0,7,86.073,1.2778,104.1361831,31.0604,0,26.02,0.491934376,170.3774663,42,0,3,4,4,4,4,4,4,in-domain
[2H]C1([2H])CCCC([2H])([2H])C1([2H])N,0,0,170.3774663,1,1,0,7,86.073,1.2778,104.1361831,31.0604,0,26.02,0.491934376,170.3774663,42,0,3,4,4,4,4,4,4,in-domain
[2H]C1CCCC([2H])([2H])C1([2H])N,2,0,156.6612729,1,1,0,7,86.073,1.2778,103.1299064,31.0604,0,26.02,0.49074965,156.6612729,42,0,3,4,4,4,4,4,4,in-domain
[2H]C1CCCC([2H])(N)C1([2H])[2H],2,0,156.6612729,1,1,0,7,86.073,1.2778,103.1299064,31.0604,0,26.02,0.49074965,156.6612729,42,0,3,4,4,4,4,4,4,in-domain
[Cl-].[Mg+2].[NH-]C1CCCCC1,0,0,55.01955001,0,0,0,9,145.831,-1.0055,157.0508688,36.9487,0,23.8,0.403291422,55.01955001,50,0,1,3,0,4,4,3,4,in-domain
S[NH2+]C1CCCCC1,0,0,59.54887502,2,1,1,8,118.14,0.7273,132.0841469,37.7844,1,16.61,0.489460895,59.54887502,48,0,3,2,2,4,4,4,4,in-domain
C#N.NC1CCCCC1,0,0,72.23044867,1,2,0,9,112.091,1.41758,126.1156984,37.7304,0,49.81,0.533267004,72.23044867,52,0,3,4,4,4,4,3,4,in-domain
N.NC1CCCCC1.[HH],0,0,53.01955001,2,2,0,8,100.08,1.6858,118.1469986,38.1965,0,61.02,0.508100564,53.01955001,52,0,3,4,4,4,4,4,4,in-domain
[Cu+2].[NH-]C1CCCCC1.[NH2-],0,0,53.01955001,0,0,0,9,163.626,3.0859,177.0452959,36.4791,0,57.3,0.511060765,53.01955001,59,1,3,4,4,4,4,3,4,in-domain
[Tl]NC1CCCCC1,0,0,59.54887502,1,1,1,8,290.456,0.9922,303.0714019,35.7627,0,12.03,0.712555182,59.54887502,44,0,2,3,1,4,4,4,4,in-domain
O=INC1CCCCC1,0,0,91.05865003,1,1,2,9,228.976,2.1399,240.996362,44.7152,0,29.1,0.592339828,91.05865003,54,0,3,4,4,4,4,3,4,in-domain
[Hg]NC1CCCCC1,0,0,59.54887502,1,1,1,8,286.663,1.3705,300.0676174,30.0087,0,12.03,0.721207064,59.54887502,43,0,3,4,4,4,4,3,3,in-domain
NC1CCCCC1.[HH],0,0,50.490225,1,1,0,7,86.073,1.5238,101.1204495,33.1744,0,26.02,0.491640226,50.490225,44,0,3,4,4,4,4,4,3,in-domain
NC1CC[CH-]CC1.[U],0,0,50.490225,1,1,0,8,324.102,1.09199,336.1483112,30.7434,-1,26.02,0.658858389,50.490225,46,0,3,2,1,4,4,3,4,in-domain
NC1CCCCC1.[HH].[U],0,0,55.01955001,1,1,0,8,324.102,1.5238,339.1712377,33.1744,0,26.02,0.711709278,55.01955001,48,0,3,4,4,4,4,3,3,in-domain
[CH3-].[Mn+2].[NH-]C1CCCCC1,0,0,50.87784056,0,0,0,9,153.022,2.81909,168.0584946,37.6087,0,23.8,0.392018254,50.87784056,55,1,3,4,4,4,4,4,4,in-domain
[K+].[NH-]C1CC[CH-]CC1.[Re],0,0,55.01955001,0,0,0,9,311.378,-0.81301,323.0091577,30.8777,-1,23.8,0.411405164,55.01955001,49,1,2,1,0,4,4,4,3,in-domain
NC1CC[CH-]CC1.[Rb+],0,0,50.490225,1,1,0,8,171.541,-1.90401,183.0087641,30.7434,0,26.02,0.436455995,50.490225,42,0,3,3,0,4,4,3,4,in-domain
C[Pb]NC1CCCCC1,0,0,66.56151495,1,1,2,9,305.284,1.576,321.0971016,41.6267,0,12.03,0.761920294,66.56151495,52,2,2,4,2,4,4,4,4,in-domain
[Cu+].[NH-]C1CCCCC1,0,0,50.490225,0,0,0,8,149.619,2.3688,161.0265719,31.1947,0,23.8,0.487588545,50.490225,52,0,3,4,4,4,4,3,4,in-domain
NC1[CH+]CCC[CH+]1,0,0,46.14170945,1,1,0,7,86.073,0.90618,97.08805219,30.4264,2,26.02,0.446526766,46.14170945,38,0,3,4,4,4,4,4,4,in-domain
NC1CCCCC1.S,0,0,50.490225,1,1,0,8,118.14,1.3906,133.0925205,41.4414,0,26.02,0.530729234,50.490225,50,0,3,4,4,4,4,4,4,in-domain
[Cl-].[Cl-].[NH-]C1CCCCC1,0,0,53.01955001,0,0,0,9,156.979,-3.6207,168.0363255,31.1947,-3,23.8,0.357296926,53.01955001,58,0,3,4,4,4,4,3,4,in-domain
NC1CCCCC1.[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y].[Y],0,0,61.96089998,1,1,0,16,886.227,1.2553,899.2574341,31.0604,0,26.02,0.390327157,61.96089998,69,9,3,4,4,4,4,4,4,out-of-domain
[Cl-].[NH-]C1CCCCC1,0,0,50.490225,0,0,0,8,121.526,-0.6247,133.0669242,31.1947,-2,23.8,0.420670145,50.490225,50,0,3,4,4,4,4,3,4,in-domain
Cl.[NH-]C1CCCCC1,0,0,50.490225,0,0,0,8,121.526,2.7931,134.0742007,38.4427,-1,23.8,0.486713154,50.490225,50,0,3,4,4,4,4,4,4,in-domain
NC1CCCCC1.[Ca],0,0,50.490225,1,1,0,8,126.151,0.897,139.0673904,36.8144,0,26.02,0.495687627,50.490225,44,2,3,4,4,4,4,3,4,in-domain
NC1CCCCC1.[Mg],0,0,50.490225,1,1,0,8,110.378,0.897,123.0898411,36.8144,0,26.02,0.476030703,50.490225,44,2,3,4,4,4,4,4,3,in-domain
Br.[NH-]C1CCCCC1,0,0,50.490225,0,0,0,8,165.977,2.9492,178.0236851,41.5167,-1,23.8,0.545447709,50.490225,50,0,3,4,4,4,4,4,4,in-domain
[NH3+]C1CCCCC1.[Na+].[Na+].[Na+],0,0,54.95461844,1,0,0,10,155.043,-8.427,169.079738,29.7611,4,27.64,0.348796386,54.95461844,42,0,2,1,0,4,4,4,4,out-of-domain
NC1CCCCC1.[2H][2H].[2H][2H].[2H][2H],0,0,59.08616633,1,1,0,7,86.073,2.0158,111.1894101,37.4024,0,26.02,0.508227393,59.08616633,48,0,3,4,4,4,4,4,4,in-domain
NC1CCCCC1.[SH-],0,0,50.490225,1,2,0,8,118.14,1.0077,132.085244,39.8204,-1,26.02,0.393015829,50.490225,50,0,3,4,4,4,4,4,4,in-domain
NC1CCCCC1.[Ag],0,0,50.490225,1,1,0,8,193.941,1.2753,206.0098964,31.0604,0,26.02,0.594536743,50.490225,53,1,3,4,4,4,4,4,4,in-domain
NC1CCCCC1.[Li],0,0,50.490225,1,1,0,8,93.014,0.897,106.120804,36.8144,0,26.02,0.455957904,50.490225,43,1,3,4,4,4,4,4,4,in-domain
NC1CCCCC1.[I-],0,0,50.490225,1,1,0,8,212.977,-1.7182,226.009821,31.0604,-1,26.02,0.488530597,50.490225,50,0,3,4,4,4,4,3,3,in-domain
NC1CCCCC1.[NH4+],0,0,48.490225,2,1,0,8,100.08,1.654,117.138625,37.0452,1,62.52,0.497596852,48.490225,50,0,3,4,4,4,4,4,4,in-domain
[NH3+]C1CCCCC1.[NH4+],0,0,48.490225,2,0,0,8,100.08,0.9372,118.1459014,35.7459,2,64.14,0.475205146,48.490225,50,0,3,1,3,4,4,4,3,in-domain
NC1CCCCC1.[Ar],0,0,50.490225,1,1,0,8,126.021,1.2778,139.0671825,31.0604,0,26.02,0.537085597,50.490225,50,0,3,4,4,4,4,3,4,in-domain
NC1CCCCC1.[Cl-],0,0,50.490225,1,1,0,8,121.526,-1.7182,134.0742007,31.0604,-1,26.02,0.419414524,50.490225,50,0,3,4,4,4,4,3,4,in-domain
Cl.[NH3+]C1CCCCC1,0,0,50.490225,1,0,0,8,121.526,0.9828,136.0887536,37.0091,1,27.64,0.514519406,50.490225,50,0,3,1,0,4,4,4,4,in-domain
[NH-]C1CCCCC1.[Pt+4],0,0,50.490225,0,0,0,8,281.151,2.3688,293.0601197,31.1947,3,23.8,0.654649876,50.490225,48,0,4,3,3,4,4,4,3,in-domain
N[C@H]1C[CH-]CCC1.[Mn],0,0,50.490225,1,1,0,8,141.011,1.08949,153.0355681,30.7434,-1,26.02,0.408809065,50.490225,49,1,3,4,4,4,4,3,4,in-domain
NC1C[CH-]CCC1.[Mn],1,0,50.490225,1,1,0,8,141.011,1.08949,153.0355681,30.7434,-1,26.02,0.408809065,50.490225,49,1,3,4,4,4,4,3,4,in-domain
NC1CCCCC1.[H-],0,0,50.490225,1,1,0,7,86.073,1.3903,100.113173,32.1724,-1,26.02,0.488815093,50.490225,44,0,3,4,4,4,4,4,4,in-domain
[Am].[CH3-].[NH-]C1CCCCC1,0,0,50.87784056,0,0,0,9,341.084,2.82159,354.1783757,37.6087,-2,23.8,0.596456662,50.87784056,57,1,3,4,4,4,4,3,3,in-domain
NC1CCCCC1.[H-].[Na+],0,0,55.01955001,1,1,0,8,109.063,-1.6057,123.1023937,32.1724,0,26.02,0.385472411,55.01955001,44,0,3,4,4,4,4,3,4,in-domain
NC1CCCCC1.[Al],0,0,50.490225,1,1,0,8,113.055,0.897,126.086338,36.8144,0,26.02,0.479279886,50.490225,45,3,3,4,4,4,4,4,4,in-domain
[NH-]C1CCCCC1.[SH-].[Sc],0,0,55.01955001,0,1,0,9,163.096,2.0987,176.0338795,39.9547,-2,23.8,0.409308857,55.01955001,53,1,3,4,4,4,4,3,4,in-domain
[3H]NC1CCCCC1.[HH],0,0,62.07820003,1,1,1,7,86.073,1.5238,103.1286737,33.1744,0,26.02,0.534741133,62.07820003,44,0,3,4,4,4,4,4,3,in-domain
[NH-]C1CCCCC1.[NH2-].[Pt+4],0,0,53.01955001,0,0,0,9,295.158,3.0859,309.0793924,36.4791,2,57.3,0.660151438,53.01955001,56,0,4,3,3,4,4,4,3,in-domain
NC1C[CH-]CCC1.[Y+3],1,0,50.490225,1,1,0,8,174.979,1.08949,187.0017255,30.7434,2,26.02,0.564135408,50.490225,42,0,3,4,4,4,4,3,4,in-domain
NC1CCCCC1.[Na+],0,0,50.490225,1,1,0,8,109.063,-1.7182,122.0940201,31.0604,1,26.02,0.380047571,50.490225,42,0,3,4,4,4,4,3,4,in-domain
[NH-]C1CCCCC1.[NH2-].[Pt+4],0,0,53.01955001,0,0,0,9,295.158,3.0859,309.0793924,36.4791,2,57.3,0.660151438,53.01955001,56,0,4,3,3,4,4,4,3,in-domain
NC1CC[CH]CC1,0,0,46.14170945,1,1,0,7,86.073,1.09199,98.09697438,30.7434,0,26.02,0.481959069,46.14170945,41,1,3,4,4,4,4,4,4,in-domain
NC1CCCCC1.[Si],0,0,50.490225,1,1,0,8,114.159,0.897,127.0817259,36.8144,0,26.02,0.480630866,50.490225,46,4,3,4,4,4,4,3,4,in-domain
NC1CCCCC1.[K],0,0,50.490225,1,1,0,8,125.171,0.897,138.0685061,36.8144,0,26.02,0.494432714,50.490225,43,1,3,4,4,4,4,3,4,in-domain
Cl.N[13CH]1[13CH2][13CH2][13CH2][13CH2][13CH2]1,0,0,50.490225,1,1,0,8,127.480129,1.6996,141.1016062,38.3084,0,26.02,0.510909131,50.490225,50,0,3,4,4,4,4,4,4,in-domain
NC1CCCCC1.[NH2-].[Pt],0,0,53.01955001,1,1,0,9,295.158,1.9924,310.0888632,36.3448,-1,59.52,0.730673076,53.01955001,60,0,3,4,4,4,4,3,3,in-domain
[NH-]C1CCCCC1.[Ti],0,0,50.490225,0,0,0,8,133.94,2.3688,146.0454693,31.1947,-1,23.8,0.468204326,50.490225,46,0,3,4,4,4,4,3,4,in-domain
[B]C1CCC(N)CC1,2,0,56.92878689,1,1,0,8,96.885,0.8447,109.1062798,35.9474,0,26.02,0.458091935,56.92878689,44,2,3,2,2,4,4,4,4,in-domain
[B][C@H]1CCCC[C@@H]1N,0,0,64.92878689,1,1,0,8,96.885,0.8447,109.1062798,35.9474,0,26.02,0.458091935,64.92878689,44,2,3,4,4,4,4,4,3,in-domain
[S-]NC1CCCCC1,0,0,59.54887502,1,2,1,8,118.14,1.3706,130.069594,37.3737,-1,12.03,0.537984818,59.54887502,48,0,3,4,4,4,4,3,3,in-domain
[3H]NC1CCCCC1,0,0,59.54887502,1,1,1,7,86.073,1.2778,101.1130237,31.0604,0,26.02,0.528678221,59.54887502,42,0,3,4,4,4,4,4,3,in-domain
[2H]C1([2H])C([2H])([2H])C([2H])(N)C([2H])([2H])C([2H])([2H])C1([2H])N,0,0,255.5055442,2,2,0,8,100.08,0.215,124.1784659,34.4188,0,52.04,0.484987899,255.5055442,48,0,2,2,2,4,4,4,4,in-domain
[2H]C1([2H])C([2H])([2H])C([2H])(F)C([2H])([2H])C([2H])([2H])C1([2H])N,0,0,257.5055442,1,1,0,8,105.071,1.2258,127.1581451,31.3394,0,26.02,0.520059507,257.5055442,48,0,3,3,2,4,4,4,4,in-domain
[2H]C1([2H])C([2H])([2H])C([2H])([2H])C([2H])(F)C([2H])(N)C1([2H])[2H],2,0,257.5055442,1,1,0,8,105.071,1.2258,127.1581451,31.3394,0,26.02,0.520059507,257.5055442,48,0,3,3,2,4,3,4,4,in-domain
[2H]C1([2H])C([2H])([2H])C([2H])(N)C([2H])([2H])C([2H])(F)C1([2H])[2H],2,0,257.5055442,1,1,0,8,105.071,1.2258,127.1581451,31.3394,0,26.02,0.520059507,257.5055442,48,0,3,3,2,4,3,4,4,in-domain
C=COCC,0,0,24.82892142,0,1,2,5,64.043,1.1664,72.05751488,21.823,0,9.23,0.444722907,24.82892142,30,0,2,4,4,4,4,4,4,in-domain
C=COCCCC,0,0,41.44467836,0,1,4,7,88.065,1.9466,100.088815,31.057,0,9.23,0.387279423,41.44467836,42,0,2,4,4,4,4,4,4,in-domain
C=COCCC,0,0,32.91968454,0,1,3,6,76.054,1.5565,86.07316494,26.44,0,9.23,0.373813791,32.91968454,36,0,2,4,4,4,4,4,4,in-domain
CCO/C=C/OCC,0,1,51.54887502,0,2,4,8,104.064,1.5306,116.0837296,32.392,0,18.46,0.518433881,51.54887502,48,0,3,2,2,4,4,4,4,in-domain
CO/C=C/OC,0,1,34.81274391,0,2,2,6,80.042,0.7504,88.0524295,23.158,0,18.46,0.463581517,34.81274391,36,0,2,4,2,4,4,4,4,in-domain
CO/C=C\OC,0,1,34.81274391,0,2,2,6,80.042,0.7504,88.0524295,23.158,0,18.46,0.463581517,34.81274391,36,0,2,4,2,4,4,4,4,in-domain
CCO/C=C\OCC,0,1,51.54887502,0,2,4,8,104.064,1.5306,116.0837296,32.392,0,18.46,0.518433881,51.54887502,48,0,3,2,2,4,4,4,4,in-domain
COC=COC,0,0,34.81274391,0,2,2,6,80.042,0.7504,88.0524295,23.158,0,18.46,0.463581517,34.81274391,36,0,2,4,2,4,4,4,4,in-domain
CCO/C=C/OC,0,1,50.04184398,0,2,3,7,92.053,1.1405,102.0680796,27.775,0,18.46,0.497333818,50.04184398,42,0,2,3,4,4,4,4,4,in-domain
CCCO/C=C/OC,0,1,59.54887502,0,2,4,8,104.064,1.5306,116.0837296,32.392,0,18.46,0.409369551,59.54887502,48,0,4,4,1,4,4,4,4,in-domain
[CH+]=COCC,0,0,24.82892142,0,1,2,5,64.043,0.96959,71.04914126,20.496,1,9.23,0.347915081,24.82892142,28,0,3,4,2,4,4,4,4,in-domain
COC=COC=COC,0,0,84.47609518,0,3,4,9,120.063,1.2382,130.0629942,33.383,0,27.69,0.535646433,84.47609518,52,0,4,4,2,4,4,4,4,in-domain
CCOC=COCC,0,0,51.54887502,0,2,4,8,104.064,1.5306,116.0837296,32.392,0,18.46,0.518433881,51.54887502,48,0,3,2,2,4,4,4,4,in-domain
[2H]C(=C)OCC,0,0,51.509775,0,1,2,5,64.043,1.1664,73.06379162,21.823,0,9.23,0.445635123,51.509775,30,0,2,4,3,4,4,4,4,in-domain
[2H]C=COCC,0,0,42.81274391,0,1,2,5,64.043,1.1664,73.06379162,21.823,0,9.23,0.445635123,42.81274391,30,0,2,4,4,4,4,4,4,in-domain
CCOC=C[Sn](C)(C)C,0,0,91.57949823,0,1,3,9,218.787,2.414,236.0223098,44.112,0,9.23,0.53861789,91.57949823,54,0,3,3,4,4,4,4,4,in-domain
